budget,id,original_language,original_title,popularity,revenue,status,vote_average,vote_count
0,78224,en,Certain Prey,0.780905,0.0,Released,4.3,10.0
0,266568,de,Aschenputtel,0.625869,0.0,Released,6.0,5.0
0,39772,nl,Kruimeltje,0.155577,0.0,Released,7.6,4.0
100000000,37710,en,The Tourist,12.845045,278731369.0,Released,6.0,1744.0
0,43490,en,"Objective, Burma!",3.274326,0.0,Released,6.3,16.0
2000000,8974,en,The War of the Worlds,5.609399,2000000.0,Released,6.8,172.0
0,21967,ja,Akibiyori,1.457156,0.0,Released,7.7,15.0
0,41281,en,Moondance Alexander,0.896046,37895.0,Released,6.0,13.0
0,452166,en,The Reagan Show,0.20617,0.0,Released,10.0,1.0
0,53397,en,His Musical Career,0.784595,0.0,Released,5.2,6.0
28000000,62206,en,30 Minutes or Less,9.763493,40547440.0,Released,5.6,537.0
0,12600,ja,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,7.072301,28023563.0,Released,5.7,82.0
0,22477,en,September,2.724242,0.0,Released,6.3,40.0
0,24791,en,A,0.001715,0.0,Released,0.0,0.0
0,381347,en,Decadence and Downfall: The Shah of Iran's Ultimate Party,0.06783,0.0,Released,7.0,1.0
0,12606,en,A Very Brady Sequel,9.898696,0.0,Released,5.8,42.0
0,84839,en,The Comic,0.140017,0.0,Released,5.0,2.0
0,82743,en,Inbred,3.610042,0.0,Released,5.6,35.0
2000000,20107,en,Bart Got a Room,11.561666,0.0,Released,5.9,21.0
100000,262165,en,The Unwanted,0.571518,0.0,Released,3.8,8.0
2349352,45757,en,Saving Sarah Cain,0.717755,0.0,Released,5.5,4.0
0,266880,en,Giuseppe Makes a Movie,0.231913,0.0,Released,6.4,4.0
0,86772,en,The Black Raven,0.43484,0.0,Released,5.3,4.0
0,288126,en,Comrades in Arms,0.649618,0.0,Released,3.5,2.0
0,84028,en,Pont de Varsòvia,0.005645,0.0,Released,5.0,1.0
0,393196,en,Meet The Santas,0.455228,0.0,Released,4.2,5.0
0,45840,en,Best Friends,4.771286,0.0,Released,5.3,13.0
0,22259,en,Bionicle: The Legend Reborn,2.698356,0.0,Released,4.8,23.0
0,431251,ko,목숨 건 연애,0.591638,0.0,Released,7.7,3.0
0,15514,nl,Ik ook van jou,0.536339,0.0,Released,5.0,5.0
0,35802,en,Suzanne's Diary for Nicholas,1.098311,0.0,Released,4.6,8.0
0,11953,ja,影武者,6.206807,0.0,Released,7.7,135.0
0,43437,en,Neptune's Daughter,0.400869,0.0,Released,7.7,3.0
0,112699,zh,Malu tianshi,0.073475,0.0,Released,5.0,1.0
0,51736,en,Bloomington,2.312106,0.0,Released,6.2,40.0
2900000,123109,en,No One Lives,7.202832,74918.0,Released,5.5,173.0
0,231617,en,"Signed, Sealed, Delivered",0.811948,0.0,Released,7.0,6.0
62000000,12138,en,3000 Miles to Graceland,4.76448,18720175.0,Released,5.8,181.0
3700000,69492,en,Borderline,2.117171,0.0,Released,5.0,5.0
13000000,63311,es,La piel que habito,9.782542,5774854.0,Released,7.4,797.0
0,57586,en,African Cats,3.267026,15240456.0,Released,7.1,74.0
0,42359,en,The Freshman,0.932304,0.0,Released,7.7,18.0
0,131903,en,Face The Music,0.165855,0.0,Released,5.2,3.0
0,41645,en,Manjar de amor,0.508711,0.0,Released,3.6,4.0
0,62934,en,Fight for Your Right Revisited,5.184915,0.0,Released,6.7,16.0
0,43603,en,Zouzou,0.04185,0.0,Rumored,5.0,1.0
0,76754,ja,巨人と玩具,1.178603,0.0,Released,5.8,6.0
0,142119,en,Food Stamped,0.142575,0.0,Released,5.0,1.0
0,38721,en,Wife vs. Secretary,4.722337,0.0,Released,6.5,12.0
0,130398,en,Broadway Serenade,0.672662,0.0,Released,0.0,0.0
0,108794,en,Sharpe's Revenge,1.638428,0.0,Released,7.2,9.0
0,41030,en,The Snow Creature,0.369082,0.0,Released,3.4,5.0
0,11606,th,เรื่องรัก น้อยนิด มหาศาล,6.700563,0.0,Released,7.3,44.0
0,205054,en,The Gay Deceivers,0.068258,0.0,Released,5.0,1.0
0,19757,cs,Ikarie XB-1,1.408341,0.0,Released,6.7,16.0
0,55872,en,Tarzan and the Amazons,2.164087,0.0,Released,5.0,9.0
0,16605,en,Somersault,1.623367,0.0,Released,6.2,22.0
0,59388,fi,Calamari Union,1.01438,0.0,Released,6.8,18.0
0,21554,en,Sparkle,0.765831,0.0,Released,5.4,4.0
0,98066,en,The Babymakers,4.001946,0.0,Released,5.0,61.0
63000000,329,en,Jurassic Park,8.863776,920100000.0,Released,7.6,4956.0
40000000,334298,zh,捉妖记,5.361771,385284817.0,Released,5.7,81.0
0,68426,en,Get Bruce!,0.489067,0.0,Released,6.2,3.0
0,73595,en,The Threat,0.180104,0.0,Released,5.0,4.0
0,332936,en,Any Day,5.415548,0.0,Released,5.1,10.0
0,229670,en,Män kan inte våldtas,0.563926,0.0,Released,0.0,0.0
1550000,193040,en,Slasher House,0.258937,0.0,Released,5.6,5.0
0,19386,en,He-Man and She-Ra: The Secret of the Sword,2.087446,7.0,Released,7.0,10.0
0,219345,en,Grief,0.329655,0.0,Released,3.0,1.0
0,993,en,Sleuth,10.387423,0.0,Released,7.5,152.0
700000,14275,en,Hoop Dreams,9.47666,7830611.0,Released,7.7,91.0
0,154821,en,Arguing the World,0.001188,0.0,Released,0.0,0.0
0,87061,xx,Le Voyage Extraordinaire,5.233307,0.0,Released,7.6,21.0
0,42589,en,"Hi, Mom!",2.455795,0.0,Released,5.8,20.0
0,79782,en,Wenecja,0.14713,0.0,Released,7.5,4.0
0,53834,en,Mr. Peabody and the Mermaid,0.80741,0.0,Released,5.2,5.0
0,12151,en,Ruthless People,7.427491,71624879.0,Released,6.7,104.0
110000000,714,en,Tomorrow Never Dies,17.159576,333011068.0,Released,6.0,941.0
0,24199,nl,Ellis in Glamourland,1.108206,0.0,Released,5.3,6.0
0,150912,it,"Maciste, l'eroe più grande del mondo",0.068376,0.0,Released,5.5,1.0
0,95359,en,This Could Be the Night,0.158073,0.0,Released,5.0,1.0
0,32577,en,The Parole Officer,2.844934,0.0,Released,5.8,32.0
0,315467,en,Kubrick Remembered,0.23941,0.0,Released,6.0,1.0
400,79911,en,Weasels Rip My Flesh,0.001736,0.0,Released,4.0,1.0
0,86295,en,Treasure of the Yankee Zephyr,1.495604,0.0,Released,5.4,8.0
0,11496,en,Renegade,2.554632,0.0,Released,5.9,39.0
0,31048,en,Sweet Land,6.185658,0.0,Released,6.1,12.0
0,428863,es,Snuff 102,0.544629,0.0,Released,3.4,8.0
5,71016,en,The Return of Captain Invincible,0.836124,0.0,Released,6.0,7.0
0,31189,en,Cairo Time,1.450946,0.0,Released,6.3,21.0
0,50938,th,กวน มึน โฮ,1.649488,0.0,Released,6.7,13.0
0,81981,sv,Flicka och hyacinter,0.565417,0.0,Released,7.5,4.0
6000000,14919,en,Batman: Mask of the Phantasm,7.29114,5617391.0,Released,7.4,218.0
11000000,77944,it,La peggior settimana della mia vita,5.010563,12935800.0,Released,5.9,96.0
0,58128,hi,Andaz Apna Apna,2.058966,0.0,Released,7.6,51.0
0,126757,en,100 Bloody Acres,3.693288,0.0,Released,6.2,43.0
0,7012,en,The Day After,10.099175,0.0,Released,6.7,97.0
0,194121,en,Dark Circles,6.708802,0.0,Released,4.9,35.0
0,83728,en,The Broken Tower,5.120097,0.0,Rumored,6.3,9.0
0,177203,en,The Challenger,5.236699,0.0,Released,7.1,33.0
700000,62967,en,The Lady and the Reaper,1.778469,0.0,Released,6.8,20.0
0,336655,ar,Dégradé,0.144933,0.0,Post Production,7.7,3.0
0,47150,en,Viimne reliikvia,0.812546,0.0,Released,6.8,3.0
0,24574,en,Steel Toes,0.426806,0.0,Released,4.3,3.0
0,151250,ja,浪人街,0.448565,0.0,Released,5.3,4.0
0,189019,fr,La Fleur de l'âge,0.893268,0.0,Released,6.3,8.0
0,92459,en,Appointment with Crime,0.300469,0.0,Released,6.3,3.0
0,141423,en,The Legend of Mor'du,3.785848,0.0,Released,5.9,18.0
0,14839,en,Blue Collar,1.379256,6521083.0,Released,7.2,30.0
0,257407,en,Actress,0.528734,0.0,Released,6.5,6.0
0,258251,en,Ironclad 2: Battle for Blood,1.002102,0.0,Released,5.4,34.0
0,54241,en,The Extra Girl,0.142776,0.0,Released,7.0,2.0
0,381066,pt,O Roubo da Taça,0.532013,0.0,Released,6.9,9.0
0,220809,en,The Phone Call,0.488354,0.0,Released,7.5,11.0
0,19165,en,The Land Before Time V: The Mysterious Island,4.745231,0.0,Released,5.9,68.0
0,13353,en,"It's the Great Pumpkin, Charlie Brown",6.588367,0.0,Released,7.3,84.0
0,120357,en,Craig's Wife,0.38784,0.0,Released,7.5,2.0
0,337958,en,Last Cab to Darwin,2.303824,0.0,Released,7.5,21.0
0,99883,es,El cochecito,1.095766,0.0,Released,7.1,8.0
0,130882,en,The Phantom Light,0.113557,0.0,Released,5.8,2.0
4000000,89708,en,Samsara,9.491177,0.0,Released,8.0,169.0
0,143380,ru,Geniy,0.202703,0.0,Released,5.7,3.0
0,102862,en,Informant,0.760774,0.0,Released,5.5,5.0
0,16439,cs,Venkovský učitel,0.834523,0.0,Released,6.8,8.0
0,9252,de,Otto - Der Neue Film,0.000844,0.0,Released,4.5,11.0
0,4495,es,El espíritu de la colmena,5.446736,0.0,Released,7.5,75.0
0,360612,pt,Big Jato,0.086442,0.0,Released,4.0,1.0
0,48288,en,Small Town Gay Bar,0.87638,0.0,Released,5.7,7.0
0,44536,en,Sailor of the King,0.072067,0.0,Released,5.5,2.0
0,288618,es,Atlántida,0.014118,0.0,Released,0.0,0.0
20000,99254,en,Casey Jones,0.572324,0.0,Released,3.8,4.0
0,23736,en,Lies & Illusions,4.41396,0.0,Released,3.9,15.0
0,35395,en,Bunny and the Bull,3.939557,81010.0,Released,6.5,23.0
20,127375,en,America's Most Haunted Inns,0.0,0.0,Released,0.0,0.0
0,56373,it,I giorni dell'ira,2.897529,0.0,Released,6.4,31.0
0,410212,de,Die Hölle – Inferno,1.241803,0.0,Released,6.0,4.0
0,67619,en,Revenge of the Electric Car,0.618371,0.0,Released,6.0,8.0
0,9011,en,The Prophecy 3: The Ascent,7.372901,0.0,Released,5.5,38.0
5000000,63838,ru,Mechenosets,0.414793,3919731.0,Released,5.6,7.0
0,207768,en,I Spit on Your Grave 2,12.75872,809.0,Released,5.9,281.0
3000000,29883,en,The Untold,1.259962,0.0,Released,2.3,4.0
0,42944,en,Say Goodnight,0.175561,0.0,Released,5.0,2.0
0,46426,en,Traffic Signal,0.044429,0.0,Released,7.0,1.0
0,15008,en,The Flying Scotsman,2.228211,0.0,Released,6.7,14.0
0,12145,en,Fierce Creatures,11.036729,9381260.0,Released,6.0,95.0
0,30554,en,When A Stranger Calls Back,1.224878,0.0,Released,5.2,16.0
0,43360,en,Le Plaisir,1.051178,0.0,Released,6.8,18.0
100000000,29266,ru,Война и мир,2.604571,0.0,Released,7.5,16.0
0,9378,en,Thir13en Ghosts,8.819223,0.0,Released,5.4,447.0
0,27091,en,Harry And Max,1.052353,0.0,Released,5.0,6.0
25000000,13668,en,Catch and Release,5.953413,16158487.0,Released,5.8,109.0
0,28121,en,A Thin Line Between Love and Hate,2.256747,0.0,Released,5.7,15.0
0,287991,en,Dog Run,0.001648,0.0,Released,0.0,0.0
0,23132,ko,2009 로스트메모리즈,2.111875,0.0,Released,5.2,24.0
0,13997,en,Black Sheep,8.963037,32.0,Released,6.0,124.0
0,214100,en,Sunshine on Leith,2.279636,0.0,Released,6.6,46.0
0,359790,en,Blackway,4.710562,0.0,Released,4.9,79.0
0,59527,en,Pleasure at Her Majesty's,0.000758,0.0,Released,0.0,0.0
0,60665,en,Drum,0.119573,0.0,Released,6.0,2.0
0,33857,en,Bye-Bye Bin Laden,0.004706,0.0,Released,0.0,0.0
0,198312,en,A Man Could Get Killed,0.175323,0.0,Released,5.0,1.0
0,199336,en,Sophia de Mello Breyner Andresen,0.071819,0.0,Released,5.0,1.0
50000,28180,en,Color Me Blood Red,0.649273,0.0,Released,5.0,16.0
90000000,9822,en,Mighty Joe Young,6.939576,0.0,Released,5.9,208.0
0,64650,it,"Sono Sartana, il vostro becchino",0.79626,0.0,Released,4.8,3.0
0,252511,ja,夢と狂気の王国,5.463002,0.0,Released,7.7,49.0
17000000,54271,en,The Big Bang,2.608546,0.0,Released,5.5,40.0
0,42614,en,Our Dancing Daughters,0.112326,0.0,Released,7.5,2.0
0,37801,en,Lewis Black:  Black on Broadway,0.430497,0.0,Released,5.3,10.0
0,82321,en,The Loneliest Planet,1.72815,0.0,Released,5.8,19.0
0,70971,en,Four Friends,0.337021,0.0,Released,7.0,4.0
0,328739,en,David and Goliath,0.272295,0.0,Released,4.3,6.0
0,18978,en,Camelot,3.30865,0.0,Released,6.4,31.0
0,315371,ru,Живая мишень,0.000431,0.0,Released,5.0,1.0
0,123075,en,The Bad Seed,0.733472,0.0,Released,6.7,3.0
0,171587,ko,나의 PS 파트너,1.344487,0.0,Released,6.8,26.0
0,24023,en,Johan Falk: GSI - Gruppen för särskilda insatser,1.650679,0.0,Released,7.2,12.0
3200000,55347,en,Beginners,6.72639,5332926.0,Released,6.8,353.0
0,26861,en,The Ministers,1.537562,0.0,Released,5.0,11.0
44000000,5491,en,Battlefield Earth,5.276926,21400000.0,Released,3.0,259.0
0,43852,en,The Drum,0.798128,0.0,Released,6.3,7.0
0,2605,en,Short Circuit,12.171218,40697761.0,Released,6.4,535.0
0,46932,en,Seven Days to Noon,0.493914,0.0,Released,6.4,7.0
5000000,282296,en,My Old Lady,11.127162,7527232.0,Released,6.1,100.0
0,193687,en,Z for Zachariah,5.30588,121461.0,Released,5.6,278.0
0,31400,sh,Balkanski špijun,0.355784,0.0,Released,7.4,10.0
0,37721,en,Accidents Happen,6.756741,0.0,Released,6.2,22.0
0,27777,en,The Racket,0.699893,0.0,Released,5.5,4.0
0,12270,en,CSNY/Déjà Vu,0.005247,0.0,Released,0.0,0.0
0,44850,en,영어완전정복,0.763051,0.0,Released,6.9,10.0
0,71445,en,The Bay Boy,0.044383,0.0,Released,6.1,5.0
0,425591,en,I Don't Feel at Home in This World Anymore,10.985332,0.0,Released,6.5,222.0
0,73474,en,The High Cost of Living,0.324047,0.0,Released,6.6,8.0
2900000,248,en,Pocketful of Miracles,2.649605,5000000.0,Released,7.3,25.0
0,8464,en,Top of the Food Chain,0.820675,0.0,Released,5.8,5.0
0,14540,en,Jeff Dunham: Spark of Insanity,3.111081,0.0,Released,6.7,26.0
0,397552,ru,Маршрут построен,1.621594,0.0,Released,6.4,4.0
0,133698,fr,Un Plan parfait,7.881755,0.0,Released,5.6,196.0
11000,214187,en,The Death of Kevin Carter: Casualty of the Bang Bang Club,0.002356,0.0,Released,0.0,0.0
0,570,fr,À ma sœur!,2.063604,0.0,Released,6.2,44.0
0,31514,fr,À Nous la Liberté,1.209032,0.0,Released,7.4,16.0
6700000,244539,en,Infinitely Polar Bear,6.502973,1430655.0,Released,6.9,135.0
0,3124,en,The Evil of Frankenstein,1.816665,0.0,Released,6.5,26.0
0,690,fr,Pickpocket,4.571519,0.0,Released,7.3,89.0
0,22915,en,North Shore,1.047417,3832228.0,Released,5.2,13.0
0,112601,it,La più grande rapina del west,0.133246,0.0,Released,0.0,0.0
5112027,209355,en,Quai d'Orsay,4.27285,0.0,Released,5.6,74.0
0,258585,fi,Arvon veli,0.003307,0.0,Released,0.0,0.0
3000000,304613,en,Charlie's Farm,4.262502,0.0,Released,4.8,36.0
0,88818,en,The Object of Beauty,0.902187,0.0,Released,5.7,7.0
0,54548,de,All You Need is Love - Meine Schwiegertochter ist ein Mann,0.567095,0.0,Released,8.3,4.0
0,47397,sv,Anita,5.899929,0.0,Released,6.3,20.0
40000000,10647,en,Pay It Forward,10.479723,55707411.0,Released,7.0,447.0
0,185326,en,Broadway Musicals: A Jewish Legacy,0.026866,0.0,Released,0.0,0.0
0,76329,fr,La Bonne année,1.146448,0.0,Released,6.6,7.0
10000000,19905,en,"The Goods: Live Hard, Sell Hard",4.603801,0.0,Released,5.4,58.0
0,11083,no,Salmer fra kjøkkenet,6.164594,0.0,Released,7.0,24.0
225000000,41154,en,Men in Black 3,10.684385,624026776.0,Released,6.3,4228.0
0,259292,en,Honeymoon,0.117648,0.0,Released,6.5,2.0
2000000,48382,en,"The Book of Mormon Movie, Volume 1: The Journey",0.079856,1672730.0,Released,5.0,2.0
30000000,10228,ja,劇場版ポケットモンスター ミュウツーの逆襲,7.556826,163644662.0,Released,6.7,336.0
0,252200,da,Klumpfisken,1.630916,0.0,Released,5.8,9.0
0,359108,en,Viva,1.709199,0.0,Released,7.4,12.0
0,39485,en,Hotel Sahara,0.532447,0.0,Released,7.0,1.0
0,69056,es,Breathing Fire,0.109362,0.0,Released,6.6,6.0
0,16217,en,The Big Steal,1.456094,0.0,Released,6.0,5.0
75000000,70160,en,The Hunger Games,20.031667,691210692.0,Released,6.9,9634.0
0,20684,en,Preaching to the Perverted,1.25361,0.0,Released,6.5,8.0
0,297298,tr,Mandıra Filozofu,0.765972,0.0,Released,5.9,7.0
0,35806,en,Freud: The Secret Passion,1.114302,0.0,Released,6.2,10.0
0,317925,es,A la mala,1.854081,0.0,Released,7.0,42.0
0,39978,fr,Le jumeau,1.03469,0.0,Released,5.8,9.0
0,37172,te,అతడు,0.668636,0.0,Released,6.6,7.0
0,68756,fr,Camarades,0.002615,0.0,Released,0.0,0.0
0,51261,en,National Lampoon's The Legend of Awesomest Maximus,3.389921,0.0,Released,3.9,25.0
0,48686,en,Assassination,3.143618,0.0,Released,5.6,11.0
100000,161683,en,Secrets In The Snow,0.095549,0.0,Released,8.0,1.0
103000000,172385,en,Rio 2,8.18534,500188435.0,Released,6.3,997.0
0,226188,en,Hidden Away,1.450857,0.0,Released,0.0,0.0
0,32124,en,Dare,2.080893,18088.0,Released,5.6,24.0
0,10941,en,Babylon 5: Thirdspace,5.579911,0.0,Released,6.4,39.0
0,260372,en,Bermuda Tentacles,2.404717,0.0,Released,3.4,19.0
118,37672,en,"Same Time, Next Year",2.103581,19.0,Released,6.5,18.0
0,261410,en,VeggieTales: God Wants Me to Forgive Them!?!,0.130473,0.0,Released,4.0,2.0
0,1920,en,Crime of Passion,7.227515,0.0,Released,6.4,10.0
3500000,19312,en,The Black Hole,1.992289,0.0,Released,3.4,15.0
0,26223,en,The Canyon,2.179154,0.0,Released,5.9,28.0
0,40440,en,The Song Remains the Same,1.974016,0.0,Released,8.0,23.0
25000000,10431,en,War,12.077833,40452643.0,Released,6.0,422.0
0,113739,en,Ring of Terror,0.450432,0.0,Released,1.2,5.0
0,59439,en,Natural Selection,0.416296,55282.0,Released,6.0,8.0
0,44287,en,Lost Junction,0.438382,0.0,Released,5.3,2.0
4800000,2768,en,American Gigolo,11.53267,22743674.0,Released,5.9,137.0
0,26958,en,Puppet Master 5: The Final Chapter,4.139393,0.0,Released,4.2,19.0
0,76812,en,Black Butterfly,20.058633,0.0,Released,6.5,93.0
0,41520,pt,Chico Xavier,1.051565,0.0,Released,6.9,14.0
0,54506,en,What Is It?,1.016382,0.0,Released,5.6,7.0
9500,114044,en,Interkosmos,0.074151,0.0,Released,6.0,2.0
0,196065,en,Racquet,0.320804,0.0,Released,3.5,1.0
0,96107,en,"H.M. Pulham, Esq.",0.003734,0.0,Released,0.0,0.0
0,358293,en,Tänään,0.00118,0.0,Released,0.0,0.0
0,38020,en,Planet of Dinosaurs,0.858026,0.0,Released,4.4,8.0
0,231216,de,Villa Henriette,0.002513,0.0,Released,0.0,0.0
0,23767,ta,Billa,1.430582,0.0,Released,6.5,16.0
5000000,51822,es,Amar te duele,1.138867,0.0,Released,6.5,25.0
0,16382,es,Arráncame la vida,0.867611,0.0,Released,6.9,7.0
0,17699,en,Coral Reef Adventure,1.766292,0.0,Released,5.8,8.0
6000000,13370,en,A Mighty Wind,4.672036,18750246.0,Released,6.6,75.0
0,74074,en,The Raid,0.723591,0.0,Released,5.6,5.0
0,244956,en,Gô-hime,0.644204,0.0,Released,4.3,2.0
50000000,2022,en,Mr. Deeds,6.674356,171269535.0,Released,5.6,660.0
18000000,20483,en,Catch That Kid,5.226389,16702864.0,Released,5.0,78.0
0,15069,en,WΔZ,10.543375,0.0,Released,5.5,43.0
0,239798,fa,آب باد خاک,0.071422,0.0,Released,5.0,1.0
0,66091,ru,Жестокий романс,0.687325,0.0,Released,6.1,8.0
0,24920,it,Paura nella città dei morti viventi,8.54341,0.0,Released,5.9,86.0
0,16471,en,Modern Problems,5.619281,0.0,Released,5.5,24.0
25000000,111,en,Scarface,11.299673,65884703.0,Released,8.0,3017.0
0,366631,en,On the Twelfth Day of Christmas,0.747467,0.0,Released,6.3,12.0
0,18038,en,Holiday Reunion,0.593045,0.0,Released,3.4,7.0
0,58763,en,God of Love,0.940317,0.0,Released,6.7,11.0
0,124393,en,L'altro inferno,0.694984,0.0,Released,3.7,3.0
0,326723,en,Snowdens Store Flugt,0.712004,0.0,Released,8.7,3.0
57000000,9739,en,Demolition Man,11.626116,159055768.0,Released,6.4,1018.0
4000000,236735,es,La isla mínima,11.127717,5169755.0,Released,7.1,255.0
0,232731,en,Attila,1.369503,0.0,Released,1.9,6.0
0,135385,it,Bill il taciturno,0.447296,0.0,Released,5.0,2.0
0,170368,pt,Os Verdes Anos,0.475908,0.0,Released,6.3,7.0
0,87621,en,Chain Lightning,0.855721,0.0,Released,6.0,4.0
0,190213,hi,Aakrosh,0.001586,0.0,Released,7.3,2.0
17000000,2752,en,40 Days and 40 Nights,8.628928,0.0,Released,5.2,306.0
0,70740,en,Goblin,2.541932,0.0,Released,5.0,8.0
0,64782,sv,En lektion i kärlek,1.076791,0.0,Released,6.7,7.0
0,202831,en,The Fire Next Time,0.365056,0.0,Released,5.3,2.0
0,49634,it,Blaise Pascal,0.04557,0.0,Released,7.5,4.0
0,104239,fr,L'Éden et après,1.143125,0.0,Released,6.1,15.0
0,288313,it,Perez.,1.187722,0.0,Released,6.2,20.0
0,30666,en,Stepfather II: Make Room For Daddy,11.067992,1519796.0,Released,5.8,22.0
0,9033,en,The Prophecy II,7.747663,0.0,Released,5.9,49.0
0,14868,en,The Rage in Placid Lake,1.034794,0.0,Released,6.7,11.0
0,74746,en,Joe Hill,0.304231,0.0,Released,4.9,6.0
0,71722,ja,Kenjû zankoku monogatari,0.082102,0.0,Released,4.5,2.0
0,161422,en,The Orkly Kid,0.706615,0.0,Released,6.5,2.0
0,60672,fr,Les Rivières pourpres 2 : Les Anges de l'apocalypse,9.261826,0.0,Released,6.0,166.0
0,28263,en,Fifty/Fifty,1.199005,0.0,Released,7.3,4.0
250000,10098,en,The Kid,8.168456,2500000.0,Released,8.0,404.0
0,96171,en,Men of Respect,0.843494,0.0,Released,3.8,5.0
0,95862,en,The Phantom of Paris,0.040144,0.0,Released,0.0,1.0
0,14801,en,Colossus: The Forbin Project,3.363154,0.0,Released,7.1,50.0
0,80617,en,Mythbusters Holiday Special,1.186651,0.0,,7.5,88.0
3800000,10774,en,Network,13.180457,23689877.0,Released,7.8,391.0
0,65550,en,The Rose Tattoo,0.982464,0.0,Released,6.4,10.0
0,62495,it,Primo amore,0.38744,9392.0,Released,6.7,10.0
0,13633,en,Bad Boys,3.313524,9190819.0,Released,6.7,68.0
12000000,4638,en,Hot Fuzz,13.535195,80573774.0,Released,7.4,2252.0
0,60213,it,Corto Maltese: Una ballata del mare salato,0.614148,0.0,Released,7.3,9.0
0,9391,en,Enduring Love,1.643329,0.0,Released,5.8,30.0
0,141010,es,Los buitres cavarán tu fosa,6.2e-05,0.0,Released,0.0,0.0
0,33124,hi,1942: A Love Story,1.033872,0.0,Released,4.6,5.0
0,75393,en,Vedma,0.495092,0.0,Released,3.5,5.0
0,157724,it,"Di Tresette ce n'è uno, tutti gli altri son nessuno",0.00022,0.0,Released,0.0,0.0
0,325263,en,Journey to Space,0.801267,0.0,Released,6.3,6.0
0,45233,en,Blade Violent - I violenti,0.925862,0.0,Released,4.1,9.0
0,89625,de,Nicht löschbares Feuer,0.142761,0.0,Released,6.6,4.0
0,60917,en,Painted Lady,0.173855,0.0,Released,4.0,2.0
12000000,18202,en,Merlin's Apprentice,3.381735,0.0,Released,5.0,10.0
6000000,127373,en,What Maisie Knew,8.535611,1066471.0,Post Production,7.4,149.0
0,135,en,Dont Look Back,2.676174,0.0,Released,7.5,35.0
0,63585,en,Island,1.202119,0.0,Released,5.5,2.0
0,153170,hi,Bandh Darwaza,0.009279,0.0,Released,0.0,0.0
0,321662,en,LA Apocalypse,0.584916,0.0,Released,4.7,15.0
0,392418,en,The Cheerleader Murders,0.877195,0.0,Released,4.0,2.0
25000000,109091,en,The Counselor,14.723646,71009334.0,Released,5.0,724.0
0,130458,en,El telón de azúcar,0.040229,0.0,Released,5.0,1.0
0,376681,hi,X: Past Is Present,0.311335,0.0,Released,8.5,2.0
0,147643,en,A Dangerous Summer,0.451139,0.0,Released,0.0,0.0
20000000,7520,en,Cocktail,9.270831,171504781.0,Released,5.7,330.0
70000000,6068,en,Six Days Seven Nights,18.324219,164000000.0,Released,5.6,343.0
0,210019,en,The San Francisco Story,0.499595,0.0,Released,5.0,1.0
0,82115,en,Skew,1.213249,0.0,Released,4.4,21.0
0,94331,en,Fightville,0.439409,0.0,Released,5.8,4.0
0,59820,en,Come See the Paradise,6.408322,0.0,Released,6.1,14.0
0,72103,en,Cry 'Havoc',0.338248,0.0,Released,7.0,1.0
0,138543,en,A Lot Like You,0.01039,0.0,Released,0.0,0.0
0,57394,ko,챔피언,0.469409,0.0,Released,3.9,4.0
0,70801,en,Daddy-Long-Legs,0.346438,0.0,Released,7.4,5.0
0,28667,en,The Gorgon,2.490568,0.0,Released,6.4,36.0
0,11553,zh,千禧曼波,3.039627,0.0,Released,7.2,32.0
0,158113,en,The Case of the Stuttering Bishop,0.738739,0.0,Released,5.5,1.0
0,347097,en,Observance,1.009579,0.0,Released,5.4,12.0
0,58311,cn,Jin doi hou haap cyun,0.832443,0.0,Released,5.6,12.0
0,48193,it,Ator il guerriero di ferro,1.691841,0.0,Released,3.0,4.0
0,51576,en,Darkside Blues,0.557918,0.0,Released,6.7,3.0
0,383255,sr,Dubina dva,0.102186,0.0,Released,4.0,1.0
0,126140,en,Digital Dharma,0.000199,0.0,Released,0.0,0.0
32350000,1892,en,Return of the Jedi,14.586087,572700000.0,Released,7.9,4763.0
2000000,990,en,The Hustler,9.333533,7600000.0,Released,7.6,243.0
0,260240,en,Catatan (Harian) Si Boy,0.324623,0.0,Released,6.0,1.0
0,109809,fr,Crime and Punishment,0.533618,0.0,Released,7.3,3.0
0,1418,es,Te doy mis ojos,5.557675,0.0,Released,6.9,46.0
4800000,10836,en,Dagon,5.999625,0.0,Released,6.4,79.0
0,390837,en,Stephen Lynch: Hello Kalamazoo,0.724499,0.0,Released,10.0,1.0
0,43833,en,Q Planes,0.441487,0.0,Released,5.2,3.0
0,103014,en,'Twas the Night,0.982944,0.0,Released,5.1,4.0
0,20153,en,Where Danger Lives,1.624031,0.0,Released,5.4,12.0
0,8651,de,Unterwegs,0.200145,0.0,Released,8.5,2.0
2000000,25376,es,El secreto de sus ojos,11.251632,33965843.0,Released,7.8,638.0
0,96535,en,Patience (After Sebald),0.414932,0.0,Released,5.0,1.0
0,95864,it,10.000 dollari per un massacro,1.757598,0.0,Released,6.3,6.0
0,21242,en,Valdez Is Coming,3.189948,0.0,Released,5.5,16.0
600000,86209,en,Fighting Mad,0.094378,0.0,Released,5.5,3.0
0,31918,en,"The Russians Are Coming, The Russians Are Coming",3.767458,0.0,Released,6.2,30.0
0,4498,es,El verdugo,1.351875,0.0,Released,7.5,18.0
0,160859,pt,Elena,0.884128,0.0,Released,7.6,10.0
